216;100,7832;100,4051;97,56944;0;-0,3780746;8,602015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,24;0,02;0;0;0;0;0,02;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;
217;100,7832;100,4051;98,09028;0;-0,3780746;8,519733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0;0;1,24;0,03;0;0;0;0;0,02;0,01;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;
218;100,7832;101,5046;97,22222;0;0,7214584;8,434778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,27;0,04;0;0;0;0;0,02;0;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;
219;100,7832;100,3472;97,56944;0;-0,4359512;8,521266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,26;0,03;0;0,01;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;
220;100,7832;100,8681;97,56944;0;8,488464E-02;8,588689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,26;0,03;0;0,01;0;0;0,01;0,01;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;
221;100,7832;100,9838;96,93287;0;0,2006226;8,516277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;722;746,9;0,01;0;1,27;0,03;0;0,02;0;0;0;0,01;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;
222;100,7832;100,9838;97,68518;0;0,2006226;8,552526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;37;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0;0;1,25;0,03;0;0,02;0;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;
223;100,7832;100,8102;97,16435;0;2,701569E-02;8,508948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0,01;0;1,25;0,03;0;0,02;0;0;0,02;0,01;0,01;0,01;0,02;0,01;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289;
224;100,7832;101,0417;96,93287;0;0,2584991;8,594517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0,01;1,26;0,02;0;0,02;0;0;0,02;0,01;0;0,01;0,02;0;0,02;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;
225;100,7832;101,0417;96,93287;0;0,2584991;8,575681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0,01;1,26;0,02;0;0;0;0;0,01;0,01;0,01;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;
226;100,7832;100,8102;97,68518;0;2,701569E-02;8,443747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0,01;0;1,26;0,03;0;0,02;0;0;0,02;0,01;0,01;0,03;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;
227;100,7832;100,6945;96,99074;0;-8,872223E-02;8,590923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0;0,01;0,03;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;
228;100,7832;100,4051;97,16435;0;-0,3780746;8,555954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,7;746,8;0,01;0,01;1,25;0,03;0;0,01;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;
229;100,7832;100,5208;97,10648;0;-0,2623367;8,535863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,25;0,03;0;0,01;0;0;0,02;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;
230;100,7832;100,9259;96,75925;0;0,1427536;8,593178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;38;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0,01;1,25;0,02;0;0,01;0;0,01;0,01;0;0,01;0,02;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;
231;100,7832;100,463;97,62731;0;-0,3202057;8,521932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0,01;0;1,25;0,02;0;0,02;0;0;0,01;0;0;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;
232;100,7832;100,9259;96,93287;0;0,1427536;8,601398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0,01;1,26;0,03;0;0,01;0;0,01;0,02;0;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;
233;100,7832;100,5208;97,10648;0;-0,2623367;8,574615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0,01;0;1,26;0,03;0;0;0;0,01;0,01;0;0,01;0,02;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;
234;100,7832;100,5208;97,80093;0;-0,2623367;8,543162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,26;0,02;0;0,01;0;0,01;0,02;0;0;0,02;0,02;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;
235;100,7832;100,5208;97,62731;0;-0,2623367;8,615524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0,01;0;1,25;0,03;0;0,01;0;0,01;0,01;0,01;0;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;
236;100,7832;100,5787;97,28009;0;-0,2044678;8,531153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,24;0,02;0;0,01;0;0;0,01;0;0;0,01;0,03;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;
237;100,7832;100,8681;97,68518;0;8,488464E-02;8,583787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,24;0,03;0;0,01;0,01;0;0,01;0,01;0;0,01;0,03;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;
238;100,7832;100,4051;98,14815;0;-0,3780746;8,448593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,24;0,03;0;0,02;0;0;0;0;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;
239;100,7832;100,9259;97,33796;0;0,1427536;8,619257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;39;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,02;0;1,26;0,03;0;0;0;0;0,02;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;
240;100,7832;100,6366;97,28009;0;-0,1465988;8,527698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0,01;0;1,25;0,02;0;0,02;0;0;0,02;0,01;0,01;0;0,03;0;0,02;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;
241;100,7832;101,0417;96,99074;0;0,2584991;8,451262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0,01;0;1,26;0,03;0;0,02;0;0,01;0,01;0,01;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;
242;100,7832;100,3472;97,8588;0;-0,4359512;8,586321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0,01;0;1,25;0,03;0;0,02;0;0;0,02;0;0;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;
243;100,7832;100,9838;97,62731;0;0,2006226;8,459235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,25;0,02;0;0,01;0;0;0,01;0;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;
244;100,7832;100,9838;97,56944;0;0,2006226;8,619033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,25;0,03;0;0;0;0;0,02;0;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;
245;100,7832;101,5046;97,33796;0;0,7214584;8,53299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0,01;0;1,26;0,02;0;0;0;0;0,02;0,01;0;0,03;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;
246;100,7832;100,3472;97,04861;0;-0,4359512;8,588215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,27;0,03;0;0,02;0;0;0,02;0;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;
247;100,7832;100,5208;97,33796;0;-0,2623367;8,537365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0;1,28;0,03;0;0,01;0;0;0,02;0,01;0,01;0,02;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;
248;100,7832;100,4051;96,93287;0;-0,3780746;8,563583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0,01;0;1,25;0,03;0;0,01;0;0;0,01;0,01;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;
249;100,7832;101,0417;97,74305;0;0,2584991;8,621233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;40;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0;1,26;0,03;0;0,02;0;0;0,01;0;0,01;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549;
250;100,7832;100,4051;97,68518;0;-0,3780746;8,545388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,25;0,03;0;0;0;0;0,01;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;
251;100,7832;101,5046;97,10648;0;0,7214584;8,537754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,02;0;1,25;0,03;0;0,02;0;0;0,01;0;0;0,01;0,01;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;
252;100,7832;100,7523;97,16435;0;-3,085327E-02;8,534878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0,01;0;1,26;0,03;0;0;0;0;0,01;0,01;0;0,01;0,03;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;
253;100,7832;100,2894;97,56944;0;-0,4938202;8,52031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,24;0,03;0;0,01;0;0;0,01;0;0,01;0,01;0,02;0,01;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;
254;100,7832;100,8681;97,10648;0;8,488464E-02;8,53675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0;1,24;0,03;0;0;0;0,01;0;0;0;0,01;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599;
255;100,7832;100,3472;97,28009;0;-0,4359512;8,577514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,24;0,02;0;0;0;0;0,01;0;0,01;0,02;0,03;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;
256;100,7832;100,463;97,4537;0;-0,3202057;8,454189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,27;0,02;0;0;0;0;0,02;0,01;0;0,01;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;
257;100,7832;101,0417;97,33796;0;0,2584991;8,612482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,28;0,02;0;0;0;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629;
258;100,7832;101,0417;98,20602;0;0,2584991;8,587794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,26;0,02;0;0;0;0;0,03;0,01;0;0,01;0,03;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;639;
259;100,7832;100,9838;97,39583;0;0,2006226;8,537278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,25;0,03;0;0,01;0;0;0,01;0,01;0,01;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649;
260;100,7832;100,2315;97,22222;0;-0,5516891;8,585231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;41;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0;1,25;0,03;0;0,01;0;0;0,01;0;0,01;0,02;0,03;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;
261;100,7832;100,9259;97,62731;0;0,1427536;8,529024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0,01;0;1,25;0,04;0;0,02;0;0;0,01;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;
262;100,7832;100,463;97,04861;0;-0,3202057;8,568039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;42;42;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,26;0,02;0;0,01;0;0;0,01;0,01;0;0,02;0,02;0,01;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;
